Wallet_id,score
0x586e32930ac05127de429bd566eaa2758fcbd9bc,100
0xeb97d37bb6cd268ddb25e67cfbb9b3f7468db46c,99.99629183
0xdf63be2e473ba04c26b1609e51d08cf0d78e0913,99.99258353
0x1e105686de9d256eb107e1c25114088076199bde,99.98887509
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,99.98516651
0xbabe31056c0fe1b704d811b2405f6e9f5ae5e59d,99.98145779
0xf8012ade1ec196aa06dd991119d75edc59cc7768,99.97774893
0x0e0ec712b3912b5601216455a158cf18152cb62a,99.97403994
0x8212f2891f691b4f08db8884ac64c4ffb7dd157f,99.97033081
0x99a70bbde9d02d1855a0148b95962ba037f133ac,99.96662154
0x96c8e2a1eab72eea758b6694fb2217c4118bb803,99.96291214
0x000000aaee6a496aaf7b7452518781786313400f,99.95920259
0x41bc5e34131559048b12006a5a8889b122a1d57a,99.95549291
0x3584ca77ba08bd8b3fe4762e60eb284e37696829,99.9517831
0x57aeda024fdbc8e1ce19cb9a628ca39747e3661f,99.94807314
0xa16946a605ddb755d3a5774b6124f97fed1bd1e3,99.94436305
0x6996c784cda7a2841c3a6f579c896477586a1d9a,99.94065281
0x1b2b76f9f77b57ee2034c591cc143be803d6b0b8,99.93694244
0x17f780e07e5525c20bf5f22b6c650052fa8605ab,99.93323194
0xc1852f917835a9f2f97112672bc5c8afd1f21dc3,99.92952129
0xd062eeb318295a09d4262135ef0092979552afe6,99.92581051
0xbed4e3cd89918563a9ce4b04cf5379daf566bd53,99.92209959
0x3173acd056c8d6bb3ec849d3f6ffa90b8fda208b,99.91838853
0x14c45cd15d33eaa8aa149e3ca0e6924db143b08c,99.91467734
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,99.910966
0xd6449ac214275493a8205e58107b1ee19353840e,99.90725453
0x8985aebdb1adf244f1f3f8ad9ff89b8a045b5319,99.90354292
0xcca5b555ecb991acda36a73f4f2a0e89bb68999c,99.89983117
0xb435871b0959561226b4d903b1abf79528177e81,99.89611929
0x57ef012861c4937a76b5d6061be800199a2b9100,99.89240726
0x1cd2eb4e9b2efaf76fc6637b5d3ce3498d5c5000,99.8886951
0xcd5f8fa45e0ca0937f86006b9ee8fe1eedee5fc4,99.8849828
0x6cbbd5d5e3f71280a568823adee4b18cc1be5e32,99.88127036
0x0006e4548aed4502ec8c844567840ce6ef1013f5,99.87755779
0xd6390178b2002a0758e8b3486fddc1c4bc23ebe1,99.87384508
0xa1df7157e5eb60c4f9bcffb6a2f725a4b6492ca7,99.87013222
0x4654f56a64301b9b582f843f97332d96ead11ff8,99.86641924
0x83671580fd3ea9a970747df985e36f048fc3cdb9,99.86270611
0x9d11b1e1445b017902e561ceb201f009b3d53a42,99.85899284
0xb3d4a0e65b139089de480612df634df342a34695,99.85527944
0xecc996953e976a305ee585a9c7bbbcc85d1c467b,99.8515659
0xe98604413c217ea6f0f338506d9903815cd231ad,99.84785222
0x7a1fbccc781593de822e0547f8cdc6210c982d61,99.8441384
0x4bb6d52a4420492c5d90f22fa92ff80ab481d961,99.84042444
0x520ef574f275bb54bac66781834a3ee20e9b6e3c,99.83671035
0x03e3702d91098350d057ded0a05095f703bba2e7,99.83299612
0xf5fb8fa41f90df3ed2b3caeaaee64d5da26b68e2,99.82928175
0xa24f2e6dcbd2da9a220958401dab74b365bd34e1,99.82556724
0x0365901b575f4e62e1d4b573ec8165251ac2cbdb,99.82185259
0x445c55b9a5338c45eea6f4cc9c1840883729a878,99.8181378
0xe264d4f4169ec460c86019b94e390d3957135b6b,99.81442288
0xc1c5a7273debae84b7b25e9429c78bf899e614e0,99.81070782
0x91351a04b3365808518d22db2884d3c288a4bbd1,99.80699262
0x14559df3fbe66cab6f893d8dd53f7bfe68de9c65,99.80327728
0xdfb00d9a518d82c9141506bbc6fb1fe5e727f55c,99.7995618
0x4ae0dbd5c700c64faaf85678fc1fcdf6aba5c5dd,99.79584619
0x35d3da57064d2f5ec5f0824caaa839a43026bd41,99.79213044
0xee37f338220479c8f652e3557f02513bdb11c160,99.78841454
0x0118289457e9fd02c05e37e27a11bd09d3500021,99.78469851
0x53c3f93d5146b3c1dde50d20e6f0422747fb5b7b,99.78098235
0x8782696569cb4b825f6f1fb457c14dfb823187e4,99.77726604
0x64b3122c293e301f9f1dfda823bdc6395d924129,99.77354959
0x67bbbccddd394c2cfa15d3958904858b21040cc6,99.76983301
0x8eeb3170eea4135b88ec6c058f101d41a29d0cd2,99.76611629
0xe46ef6511465e07573e83f98a4d6a9bda544c3ce,99.76239943
0x9ce8f85083fcf364467a827cb15730102306ed1c,99.75868243
0xf17871042913d86d93d3ad7c5c5ccc5bd60cb5ac,99.75496529
0xbc9c92922d98f2896e173b6c197b7fc1674324c9,99.75124801
0x4adaeef3521509a73d6f71177c4ee2cdd184b734,99.7475306
0xc968c8fd6b87874e17e37cb41e7d8b9bbc640c52,99.74381305
0x24e09f0b6e050754a9ddee77d867a786a38339dd,99.74009535
0xe7683d0562086a88c1b9b32f8763e3ae6aeec502,99.73637752
0xb28cf9fcfaa079ff21ceddbfc7b4b2fb9c7bd70f,99.73265955
0xce00aeae34e4477c2b29d01c62ae6e8acd538add,99.72894145
0xe6f6f9492098aad009faa3f9b84f35c0b6ee7f3c,99.7252232
0x61ad994108a0d4b8a2dc60129362ffa62342bbd2,99.72150482
0xea58392c30bb65355d555f772f6a5c69da564e61,99.71778629
0xd593193c672f5a8f999c0f3c8f2f46521fe84691,99.71406763
0xf16d75faa453755891196fdc08819bc5527d5806,99.71034883
0x606420fc17e08ce7d85a5068cede5542c0e47128,99.70662989
0xf7c751457363e84f5fda68e527b318468f334cec,99.70291081
0x39bde2f9254cfef7d0487a27e107ef6c1685e44c,99.69919159
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,99.69547224
0x9b4c75ce8d7006620df39e8757ade75d6434a6fe,99.69175274
0x68995e1d2830c8d3c5c5434eecdf286589dbedd9,99.68803311
0x4fe95c36bb9b3a81f278569525162f91615e77d7,99.68431334
0x926f974a623c51cac02c7f5c178dc6d2f431c23d,99.68059343
0x5e55444ce48949c8093ca496a4abdc310bbf5859,99.67687338
0x08072a5fbc90eed1ca4fb863c1df8aa1fec61cfa,99.67315319
0x0aa05126f46862cb8cc097a4d6f0f47ddfba0a7c,99.66943286
0x75ee955325dc910e48b2608a59598b31e7a82ed6,99.6657124
0x2f47eb00b241eccce85f369a024742186920e111,99.66199179
0xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,99.65827105
0x84443f61efc60d10da9f9a2398980cd5748394bb,99.65455016
0x99d3cacc95d087a35e559a2242402695a1f93e12,99.65082914
0xe0eeec7010ac9f74a947d70d43173d6765844768,99.64710798
0xba2f752f7eccb6acffd73e532586050bf0a1fc32,99.64338668
0x13dc08f5ddbcbfdf6ebc04c909c3052a2aa7a111,99.63966524
0x139674aee375551fe3b972f69afb84503791aa44,99.63594366
0x64ead14ad73ac013dcfa181ca72c13e935fb3c13,99.63222195
0x2075fd8f519895e488fd3b3dab1d41381a1d9ab1,99.62850009
0x6370c6ca30253a2e188ae8dc8e9e852271983e7e,99.6247781
0xd3609aee138dec27fb63395dc58b5f0c7ab701f2,99.62105596
0x0ed66e54a3f5822cb2083778eebdceaeaff8d6a0,99.61733369
0x88f598e1f05eff820bfb78be660a92aef481d488,99.61361128
0x2fe55ecd0813821a209a944888206cc4dafcbe17,99.60988872
0xb62675a9aec9a08524c70f9bbe57be4a5de40508,99.60616603
0xd4411b38e2eeecd6a5c238403e7c1655090777f4,99.6024432
0x6655459bab7a5e99f2d61279316f6d0a465be784,99.59872024
